Supporting Information for CO2 Rise Directly Impairs Crop Nutritional Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data S1: Input Database, see Data S2 for details",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"By S.F. ter Haar*, P.M. van Bodegom, and L. Scherer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Institute of Environmental Sciences (CML), Leiden University, Leiden, The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*email: s.f.ter.haar@cml.leidenuniv.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientific Name,Family,Genus,Species,Cultivar,Common Name,Photosynthetic Pathway,Tissue,Study Type,Plot Type,Elevated CO2,Ambient CO2,Added CO2,Additional Info,Elevated temperature,Irrigation,Sowing Time,Phosphorous application,Nitrogen application,Ozone,Year,Latitude,Longitude,Country,Reference,n,element,delta,ln r,Origin,Year Published
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,S,-0.048626785,-0.049848848,snowball,2019
Glycine max 'Novosadska',Fabaceae,Glycine,max,Novosadska,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.09667674,-0.101674805,snowball,2019
Solanum tuberosum 'Superior',Solanaceae,Solanum,tuberosum,Superior,potato,C3,tuber,OTC,pot,540,370,345,,,,,,,80 nL/L,,35.67,-78.67,USA,Heagle et al 2003,3,C,-0.013227513,-0.013315776,Loladze,2003
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=0.5 mM,,,,,,,,,,,Singh et al 2019,2,S,-0.096559207,-0.101544702,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,P,-0.04811802,-0.049314222,snowball,2019
Glycine max 'Shironomai',Fabaceae,Glycine,max,Shironomai,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.095454551,-0.100322728,snowball,2019
Solanum tuberosum 'Superior',Solanaceae,Solanum,tuberosum,Superior,potato,C3,tuber,OTC,pot,715,370,345,,,,,,,45 nl/L,,35.67,-78.67,USA,Heagle et al 2003,3,P,-0.0263,-0.0267,Loladze,2003
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,Cu,-0.08030303,-0.083711044,Dietterich,2015
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,Phyt,-0.080182529,-0.08358003,Dietterich,2015
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=5 mM,,,,,,,,,,,Singh et al 2019,2,P,-0.092861529,-0.097460171,snowball,2019
Solanum tuberosum 'Superior',Solanaceae,Solanum,tuberosum,Superior,potato,C3,tuber,OTC,pot,715,370,345,,,,,,,15 nl/L,,35.67,-78.67,USA,Heagle et al 2003,3,P,-0.0256,-0.0259,Loladze,2003
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=0.5 mM,,,,,,,,,,,Singh et al 2019,2,Mn,-0.09226724,-0.096805261,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Sr,-0.045861085,-0.046946005,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,B,-0.045843131,-0.046927188,snowball,2019
Glycine max 'DV-0197',Fabaceae,Glycine,max,DV-0197,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,Mn,-0.045174538,-0.046226717,snowball,2021
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Singh et al 2014,14,P,-0.089552239,-0.093818755,snowball,2014
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,Mn,-0.096227868,-0.101178016,Dietterich,2015
Glycine max 'Primorskaja',Fabaceae,Glycine,max,Primorskaja,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Fe,-0.089136492,-0.09336222,snowball,2019
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=0.02 mM,,,,,,,,,,,Singh et al 2019,2,Zn,-0.08891532,-0.093119434,snowball,2019
Glycine max 'L-117',Fabaceae,Glycine,max,L-117,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,B,-0.044444444,-0.045462374,snowball,2021
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mg,-0.044389951,-0.045405348,snowball,2019
Capsicum annuum 'Herminio',Solanaceae,Capsicum,annuum,Herminio,sweet pepper,C3,fruit,greenhouse,pot,800,329,471,"calcium, salt",,,,,,,,,,,Pinero et al 2018,6,Mn,0.032258065,0.031748698,snowball,2018
Solanum lycopersicum 'LA0147',Solanaceae,Solanum,lycopersicum,LA0147,tomato,C3,fruit,chamber,pot,900,400,500,,,,,,,,,,,,Boufeldja et al 2023,3,Mg,-0.014184375,-0.014285935,snowball,2023
Beta vulgaris 'Impuls',Amaranthaceae,Beta,vulgaris,Impuls,sugar beet,C3,root,FACE,field,550,377,173,,,,,,,,2004,52.3,10.433333,Germany,Manderscheid et al 2010,2,Na,-0.009049774,-0.009090972,snowball,2010
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,B,-0.07586586,-0.078898045,Dietterich,2015
Glycine max 'Williams 82',Fabaceae,Glycine,max,Williams 82,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,3,Mn,-0.075328947,-0.078317223,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Al,-0.04387388,-0.04486545,snowball,2019
Glycine max 'Flyer',Fabaceae,Glycine,max,Flyer,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,Fe,-0.094392523,-0.099149316,Dietterich,2015
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.1 mM,,,,,,,Singh et al 2016,14,P,-0.087061711,-0.091086992,snowball,2016
Lactuca sativa 'Blonde of Paris Batavia',Asteraceae,Lactuca,sativa,Blonde of Paris Batavia,lettuce,C3,shoot,chamber,pot,700,400,300,,,,,,,,,,,,Perez-Lopez et al 2015a,6,N,-0.008368202,-0.008403412,snowball,2015
Glycine max 'Clark',Fabaceae,Glycine,max,Clark,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,2,Fe,-0.074237288,-0.077137328,Dietterich,2015
Solanum tuberosum 'Dark Red Norland',Solanaceae,Solanum,tuberosum,Dark Red Norland,potato,C3,tuber,OTC,pot,715,370,345,,,,,,,45 nl/L,,35.67,-78.67,USA,Heagle et al 2003,3,C,-0.0239,-0.0242,Loladze,2003
Glycine max 'MTTPDH',Fabaceae,Glycine,max,MTTPDH,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,-0.086357949,-0.090316414,snowball,2019
Glycine max 'L-117',Fabaceae,Glycine,max,L-117,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,Zn,-0.043098592,-0.044054914,snowball,2021
Capsicum annuum 'Melchor',Solanaceae,Capsicum,annuum,Melchor,sweet pepper,C3,fruit,greenhouse,pot,800,380,420,,,,,,NO3-,,,,,,Pinero et al 2017,6,B,-0.019076305,-0.019260606,snowball,2017
Glycine max 'Tono',Fabaceae,Glycine,max,Tono,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,Mg,-0.042253521,-0.043172172,snowball,2021
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,As,-0.042012322,-0.042920363,snowball,2019
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,N,-0.041731189,-0.042626944,snowball,2018
Glycine max 'Early Mandarin',Fabaceae,Glycine,max,Early Mandarin,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,K,-0.041896362,-0.042799325,snowball,2021
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,P,-0.04175234,-0.042649017,snowball,2019
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,551.8,370,181.8,,,,,,low,,2002,40.116421,-88.243385,USA,Dietterich et al 2015,4,Zn,-0.091232227,-0.095665693,Dietterich,2015
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.5 mM,,,,,,,Singh et al 2016,14,Cu,-0.082840237,-0.086473598,snowball,2016
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Al,-0.041393756,-0.042274879,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mn,-0.040959031,-0.041821484,snowball,2019
Glycine max 'L-117',Fabaceae,Glycine,max,L-117,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,Mg,-0.040909091,-0.041769413,snowball,2021
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Na,-0.04070416,-0.041555763,snowball,2019
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2007,40.116421,-88.243385,USA,Dietterich et al 2015,4,P,-0.069438669,-0.071967294,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mn,-0.040457691,-0.04129887,snowball,2019
Glycine max 'Dwight',Fabaceae,Glycine,max,Dwight,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,Cu,-0.068907563,-0.071396719,Dietterich,2015
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2008,40.116421,-88.243385,USA,Dietterich et al 2015,4,Ca,-0.068690096,-0.071163185,Dietterich,2015
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.1 mM,,,,,,,Singh et al 2016,14,Cu,-0.079847892,-0.083216287,snowball,2016
Glycine max 'L-117',Fabaceae,Glycine,max,L-117,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,K,-0.039609333,-0.040415132,snowball,2021
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Zn,-0.039358014,-0.040153483,snowball,2019
Glycine max 'Williams 82',Fabaceae,Glycine,max,Williams 82,soybean,C3,seed,chamber,pot,700,360,340,,ambient,,,,,,,,,,Bellaloui et al 2016,4,P,-0.306451613,-0.365934269,snowball,2016
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.5 mM,,,,,,,Singh et al 2016,14,P,-0.077803605,-0.080997069,snowball,2016
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Cu,-0.038806872,-0.039579925,snowball,2019
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,FACE,field,551.8,370,181.8,,,,,,low,,2002,40.116421,-88.243385,USA,Dietterich et al 2015,4,Cu,-0.085271318,-0.08912778,Dietterich,2015
Glycine max 'Williams 82',Fabaceae,Glycine,max,Williams 82,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,3,Cu,-0.066071429,-0.06835532,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Al,-0.038228811,-0.038978706,snowball,2019
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Singh et al 2014,14,P,-0.076448829,-0.079529071,snowball,2014
Glycine max 'Stonewall',Fabaceae,Glycine,max,Stonewall,soybean,C3,seed,OTC,field,720,360,360,,,,,,,,1993,32.62,-85.47,USA,Prior et al 2008,2,Fe,-0.317503392,-0.381997722,Loladze,2008
Glycine max 'Flyer',Fabaceae,Glycine,max,Flyer,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,Cu,-0.082405345,-0.085999538,Dietterich,2015
Raphanus sativus 'Mino',Brassicaceae,Raphanus,sativus,Mino,radish,C3,tuber,greenhouse,pot,1000,400,600,,,,,, ,,,,,,Azam et al 2013,3,K,-0.0138,-0.0139,Loladze,2013
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Sr,-0.037670082,-0.038397937,snowball,2019
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2007,40.116421,-88.243385,USA,Dietterich et al 2015,4,Mg,-0.064642507,-0.066826478,Dietterich,2015
Glycine max 'Zhongke-maodou 1',Fabaceae,Glycine,max,Zhongke-maodou 1,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,N,-0.037099478,-0.037805172,snowball,2018
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,B,-0.063888889,-0.066021101,Dietterich,2015
Lactuca sativa 'Rex',Asteraceae,Lactuca,sativa,Rex,lettuce,C3,shoot,chamber,pot,1600,400,1200,,,,,,,,,,,,Holley et al 2022,12,Ca,-0.027010383,-0.027381868,snowball,2022
Glycine max 'Zhongke-maodou 3',Fabaceae,Glycine,max,Zhongke-maodou 3,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Cu,-0.036885246,-0.037582711,snowball,2018
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,680,360,320,,,,,,,,,50.57,8.67,Germany,Fangmeier et al 2002,10,K,-0.0355,-0.0362,Loladze,2002
Glycine max 'Clark',Fabaceae,Glycine,max,Clark,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,2,Mg,-0.063063063,-0.065139302,Dietterich,2015
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=0.02 mM,,,,,,,,,,,Singh et al 2019,2,N,-0.073005504,-0.075807651,snowball,2019
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=0.02 mM,,,,,,,,,,,Singh et al 2019,2,P,-0.072791126,-0.075576416,snowball,2019
Glycine max 'Flyer',Fabaceae,Glycine,max,Flyer,soybean,C3,seed,FACE,field,551.8,370,181.8,,,,,,low,,2002,40.116421,-88.243385,USA,Dietterich et al 2015,4,Cu,-0.080321285,-0.083730893,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,Mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,4,protein,-0.03626943,-0.036943515,snowball,2019
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,B,-0.061876248,-0.063873406,Dietterich,2015
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2007,40.116421,-88.243385,USA,Dietterich et al 2015,4,Zn,-0.06175772,-0.063747069,Dietterich,2015
Glycine max 'Dunayka',Fabaceae,Glycine,max,Dunayka,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,Mg,-0.035714286,-0.036367644,snowball,2021
Glycine max 'Clark',Fabaceae,Glycine,max,Clark,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,2,B,-0.061282932,-0.063241158,Dietterich,2015
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,551.8,370,181.8,,,,,,low,,2002,40.116421,-88.243385,USA,Dietterich et al 2015,4,Fe,-0.078795254,-0.082072959,Dietterich,2015
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,680,360,320,,,,,,,enriched,,50.3,4.52,Belgium,Fangmeier et al 2002,10,P,-0.0338,-0.0344,Loladze,2002
Glycine max 'Flyer',Fabaceae,Glycine,max,Flyer,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,3,B,-0.060519902,-0.062428644,Dietterich,2015
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,Fe,-0.076287349,-0.079354239,Dietterich,2015
Glycine max 'Zhongke-maodou 3',Fabaceae,Glycine,max,Zhongke-maodou 3,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Fe,-0.034482759,-0.03509132,snowball,2018
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,FACE,field,551.8,370,181.8,,,,,,low,,2002,40.116421,-88.243385,USA,Dietterich et al 2015,4,Fe,-0.076262793,-0.079327656,Dietterich,2015
Glycine max 'Dwight',Fabaceae,Glycine,max,Dwight,soybean,C3,seed,FACE,field,551.8,370,181.8,,,,,,low,,2002,40.116421,-88.243385,USA,Dietterich et al 2015,4,Zn,-0.075595238,-0.078605249,Dietterich,2015
Medicago sativa,Fabaceae,Medicago,sativa,,alfalfa,C3,shoot,chamber,pot,700,370,330,,,,,,,,,,,,Ujiie et al 2019,3,S,-0.0169,-0.017044435,snowball,2019
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,P,-0.058721934,-0.060516683,Dietterich,2015
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,Ca,-0.074038462,-0.07692258,Dietterich,2015
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.1 mM,,,,,,,Singh et al 2016,14,K,-0.068036079,-0.070461176,snowball,2016
Glycine max 'Clark',Fabaceae,Glycine,max,Clark,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,2,Ca,-0.058348294,-0.060119812,Dietterich,2015
Solanum lycopersicum 'Reimann Philipp',Solanaceae,Solanum,lycopersicum,Reimann Philipp,tomato,C3,fruit,greenhouse,pot,1200,400,800,,,,,,,,,,,,Wheeler et al 1997,1,P,-0.015637217,-0.015760768,snowball,1997
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,551.8,370,181.8,,,,,,low,,2002,40.116421,-88.243385,USA,Dietterich et al 2015,4,Zn,-0.074635922,-0.077568021,Dietterich,2015
Glycine max 'Van Dieckman Green-Yellow',Fabaceae,Glycine,max,Van Dieckman Green-Yellow,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,K,-0.033684211,-0.034264594,snowball,2021
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,680,360,320,,,,,,,enriched,,50.57,8.67,Germany,Fangmeier et al 2002,10,K,-0.0302,-0.0307,Loladze,2002
Glycine max 'Flyer',Fabaceae,Glycine,max,Flyer,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,Zn,-0.072258065,-0.075001672,Dietterich,2015
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,680,360,320,,,,,,,,,52.75,-1.25,UK,Fangmeier et al 2002,10,Mg,-0.0301,-0.0305,Loladze,2002
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Singh et al 2014,14,P,-0.066202091,-0.068495235,snowball,2014
Glycine max 'Flyer',Fabaceae,Glycine,max,Flyer,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,3,Cu,-0.056701031,-0.058372006,Dietterich,2015
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2007,40.116421,-88.243385,USA,Dietterich et al 2015,4,Ca,-0.055892256,-0.057514984,Dietterich,2015
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,P,-0.070051161,-0.072625706,Dietterich,2015
Lactuca sativa 'Oak Leaf',Asteraceae,Lactuca,sativa,Oak Leaf,lettuce,C3,shoot,chamber,pot,700,400,300,,,,,,,,,,,,Perez-Lopez et al 2015a,6,B,-0.005405392,-0.005420054,snowball,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Al,-0.032155327,-0.032683666,snowball,2019
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=5 mM,,,,,,,,,,,Singh et al 2019,2,Zn,-0.064110751,-0.066258133,snowball,2019
Capsicum annuum 'Herminio',Solanaceae,Capsicum,annuum,Herminio,sweet pepper,C3,fruit,greenhouse,pot,800,329,471,"calcium, salt",,,,,,,,,,,Pinero et al 2018,6,B,0.019230769,0.019048195,snowball,2018
Glycine max 'Dwight',Fabaceae,Glycine,max,Dwight,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,Mg,-0.054704595,-0.056257803,Dietterich,2015
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,551.8,370,181.8,,,,,,low,,2002,40.116421,-88.243385,USA,Dietterich et al 2015,4,Ca,-0.070441989,-0.073046063,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,4,protein,-0.031735314,-0.032249793,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mg,-0.031639472,-0.032150815,snowball,2019
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,Mg,-0.068647541,-0.071117492,Dietterich,2015
Capsicum annuum 'Melchor',Solanaceae,Capsicum,annuum,Melchor,sweet pepper,C3,fruit,greenhouse,pot,800,380,420,,,,,,NO3-,,,,,,Pinero et al 2017,6,Zn,-0.011306533,-0.011370937,snowball,2017
Glycine max 'Flyer',Fabaceae,Glycine,max,Flyer,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,3,Ca,-0.05373833,-0.055236142,Dietterich,2015
Cucumis sativus 'Jinyou 38',Cucurbitaceae,Cucumis,sativus,Jinyou 38,cucumber,C3,fruit,OTC,pot,1200,400,800,,,,,,2 mmol/L,,,32.0596,118.805,China,Dong et al 2018a,1,S,-0.012820513,-0.012903405,snowball,2018
Capsicum annuum 'Melchor',Solanaceae,Capsicum,annuum,Melchor,sweet pepper,C3,fruit,greenhouse,pot,800,380,420,,,,,,NO3-,,,,,,Pinero et al 2017,6,P,-0.011047282,-0.011108757,snowball,2017
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,S,-0.031198569,-0.03169561,snowball,2019
Solanum tuberosum 'Dark Red Norland',Solanaceae,Solanum,tuberosum,Dark Red Norland,potato,C3,tuber,OTC,pot,715,370,345,,,,,,,80 nL/L,,35.67,-78.67,USA,Heagle et al 2003,3,C,-0.0134,-0.0135,Loladze,2003
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,Zn,-0.067213115,-0.069578523,Dietterich,2015
