CO2 Rise Directly Impairs Crop Nutritional Quality,,,,,,,,,,,,,,,,,,,
Data S3: Bootstrapping Results, see Data S4 for details,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
"By S.F. ter Haar*, P.M. van Bodegom, and L. Scherer",,,,,,,,,,,,,,,,,,,
"Institute of Environmental Sciences (CML), Leiden University, Leiden, The Netherlands",,,,,,,,,,,,,,,,,,,
*email: s.f.ter.haar@cml.leidenuniv.nl,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
mean,2.5,97.5,power,p-value,m,class,studytype,plottype,element,c3c4,tissue,Family,Genus,Common Name,Species,Cultivar,2.50%,mean%,97.50%
-0.0475,-0.0741,-0.0207,0.0935,0.0006,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,K,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Marumba,-7.1421,-4.639,-2.0487
-0.0711,-0.0776,-0.0646,0.0935,0,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mg,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Marumba,-7.4666,-6.8631,-6.2558
-0.0135,-0.0241,-0.0027,0.0883,0.0377,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Marumba,-2.3812,-1.3409,-0.2696
-0.0134,-0.0241,-0.0027,0.094,0.0405,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N proxy,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Marumba,-2.3812,-1.3311,-0.2696
-0.0589,-0.0712,-0.0469,0.0926,0,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,P,C3,reproductive,Cucurbitaceae,Cucumis,,sativus,Marumba,-6.8724,-5.7199,-4.5817
-0.0879,-0.1346,-0.0397,0.1193,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Ca,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-12.5935,-8.4148,-3.8922
-0.1186,-0.1189,-0.1182,0.1257,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Cu,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-11.2103,-11.1837,-11.1482
-0.0068,-0.0259,0.0122,0.1257,0.6989,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-2.5567,-0.6777,1.2275
-0.0078,-0.0199,0.0044,0.1234,0.2153,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-1.9703,-0.777,0.441
-0.114,-0.1357,-0.092,0.1247,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N proxy,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-12.6895,-10.7742,-8.7895
0.0619,0.0057,0.1176,0.127,0.0307,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,0.5716,6.3856,12.4794
-0.1139,-0.1357,-0.092,0.1201,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,protein,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 02266,-12.6895,-10.7653,-8.7895
-0.2069,-0.2761,-0.1384,0.1226,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Ca,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-24.1263,-18.6899,-12.925
-0.1133,-0.127,-0.0995,0.1207,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Cu,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-11.9266,-10.7117,-9.471
-0.0336,-0.0424,-0.0247,0.1212,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-4.1514,-3.3042,-2.4397
-0.0953,-0.1333,-0.0581,0.1343,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-12.4798,-9.09,-5.6444
-0.0033,-0.024,0.0175,0.1256,0.6873,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N proxy,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-2.3714,-0.3295,1.7654
-0.0545,-0.0603,-0.0487,0.1249,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-5.8518,-5.3041,-4.7533
-0.0033,-0.024,0.0175,0.1208,0.6822,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,protein,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03042,-2.3714,-0.3295,1.7654
-0.0911,-0.2064,0.0234,0.1232,0.2136,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Ca,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-18.6492,-8.7074,2.3676
-0.195,-0.2106,-0.1793,0.1277,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Cu,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-18.9902,-17.7165,-16.4145
0.0404,0.0258,0.0549,0.128,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,2.6136,4.1227,5.6435
0.0014,-0.0136,0.016,0.131,0.6836,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-1.3508,0.1401,1.6129
-0.0245,-0.0364,-0.0125,0.1245,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N proxy,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-3.5745,-2.4202,-1.2422
-0.0266,-0.0482,-0.0046,0.1247,0.0319,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-4.7057,-2.6249,-0.4589
-0.0245,-0.0364,-0.0125,0.1239,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,protein,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 03043,-3.5745,-2.4202,-1.2422
-0.3379,-0.4783,-0.2003,0.1237,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Ca,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-38.0164,-28.6733,-18.1515
-0.2231,-0.2579,-0.1886,0.1298,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Cu,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-22.7328,-19.9965,-17.1882
-0.08,-0.1079,-0.0521,0.1246,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-10.2283,-7.6884,-5.0766
-0.0911,-0.1379,-0.0441,0.1221,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-12.8814,-8.7074,-4.3142
-0.0768,-0.1038,-0.0503,0.126,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N proxy,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-9.8594,-7.3925,-4.9056
-0.0975,-0.1178,-0.0774,0.1266,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-11.1126,-9.2898,-7.448
-0.0765,-0.1038,-0.0503,0.1293,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,protein,C3,reproductive,Fabaceae,Arachis,,hypogaea,ICGV 16688,-9.8594,-7.3647,-4.9056
-0.1203,-0.1611,-0.0797,0.0611,0,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,B,C3,reproductive,Fabaceae,Glycine,,max,Clark,-14.8793,-11.3346,-7.6607
-0.033,-0.0459,-0.0233,0.0809,0,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Ca,C3,reproductive,Fabaceae,Glycine,,max,Clark,-4.4863,-3.2461,-2.3031
-0.0247,-0.0541,0.005,0.0666,0.1016,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Cu,C3,reproductive,Fabaceae,Glycine,,max,Clark,-5.2663,-2.4397,0.5013
-0.0285,-0.0504,-0.0132,0.1132,0.005,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,Clark,-4.9151,-2.8098,-1.3113
0.0061,0.0029,0.0092,0.0546,0.0001,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,K,C3,reproductive,Fabaceae,Glycine,,max,Clark,0.2904,0.6119,0.9242
-0.0473,-0.0588,-0.0353,0.0546,0,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mg,C3,reproductive,Fabaceae,Glycine,,max,Clark,-5.7105,-4.6199,-3.4684
-0.0036,-0.048,0.032,0.0764,0.8364,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,Clark,-4.6866,-0.3594,3.2518
0.0173,0.0063,0.0281,0.0549,0.002,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N,C3,reproductive,Fabaceae,Glycine,,max,Clark,0.632,1.7451,2.8499
0.0173,0.0057,0.0281,0.0583,0.0011,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N proxy,C3,reproductive,Fabaceae,Glycine,,max,Clark,0.5716,1.7451,2.8499
0.0234,0.0142,0.0332,0.0676,0,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,P,C3,reproductive,Fabaceae,Glycine,,max,Clark,1.4301,2.3676,3.3757
0.0248,-0.0048,0.0626,0.0474,0.1671,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Phyt,C3,reproductive,Fabaceae,Glycine,,max,Clark,-0.4788,2.511,6.4601
-0.0184,-0.0257,-0.0116,0.0663,0,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,S,C3,reproductive,Fabaceae,Glycine,,max,Clark,-2.5373,-1.8232,-1.1533
-0.0121,-0.0439,0.0187,0.0581,0.4,10,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Glycine,,max,Clark,-4.295,-1.2027,1.8876
-0.1201,-0.2446,0.0022,0.1416,0.1187,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,Cschi675,-21.6982,-11.3168,0.2202
-0.1864,-0.1879,-0.1848,1,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,Cschi675,-17.1302,-17.0058,-16.8729
-0.1773,-0.2564,-0.0985,0.2546,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Glycine,,max,Cschi675,-22.6168,-16.2472,-9.3804
-0.1004,-0.1391,-0.0621,0.7511,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,DV-0197,-12.9859,-9.5524,-6.0211
-0.0948,-0.1142,-0.0751,0.9981,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,DV-0197,-10.792,-9.0445,-7.2349
-0.1199,-0.1566,-0.083,0.7505,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Glycine,,max,DV-0197,-14.4954,-11.2991,-7.9649
-0.1165,-0.1671,-0.0658,0.411,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,Dunayka,-15.3885,-10.997,-6.3682
-0.1783,-0.2023,-0.1543,0.9798,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,Dunayka,-18.315,-16.3309,-14.2985
-0.2208,-0.2761,-0.1655,0.4086,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Glycine,,max,Dunayka,-24.1263,-19.8123,-15.253
0.026,0.0037,0.0492,0.0709,0.027,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,B,C3,reproductive,Fabaceae,Glycine,,max,Dwight,0.3707,2.6341,5.043
-0.0945,-0.1213,-0.064,0.0581,0,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Ca,C3,reproductive,Fabaceae,Glycine,,max,Dwight,-11.4232,-9.0172,-6.1995
-0.1309,-0.2074,-0.0617,0.061,0.0003,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Cu,C3,reproductive,Fabaceae,Glycine,,max,Dwight,-18.7305,-12.2694,-5.9835
-0.0494,-0.0605,-0.0387,0.0683,0,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,Dwight,-5.8706,-4.82,-3.7961
0.0022,-0.0143,0.0199,0.0629,0.8317,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,K,C3,reproductive,Fabaceae,Glycine,,max,Dwight,-1.4198,0.2202,2.0099
-0.0525,-0.0585,-0.046,0.0546,0,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mg,C3,reproductive,Fabaceae,Glycine,,max,Dwight,-5.6822,-5.1146,-4.4958
0.0258,0.0196,0.0314,0.0757,0,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,Dwight,1.9793,2.6136,3.1898
0.0211,0.0039,0.0384,0.076,0.023,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N,C3,reproductive,Fabaceae,Glycine,,max,Dwight,0.3908,2.1324,3.9147
0.0209,0.0039,0.0384,0.074,0.0253,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N proxy,C3,reproductive,Fabaceae,Glycine,,max,Dwight,0.3908,2.112,3.9147
-0.0078,-0.0191,0.004,0.0747,0.183,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,P,C3,reproductive,Fabaceae,Glycine,,max,Dwight,-1.8919,-0.777,0.4008
-0.0057,-0.0219,0.0103,0.073,0.5452,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Phyt,C3,reproductive,Fabaceae,Glycine,,max,Dwight,-2.1662,-0.5684,1.0353
-0.0175,-0.0197,-0.0154,0.0688,0,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,S,C3,reproductive,Fabaceae,Glycine,,max,Dwight,-1.9507,-1.7348,-1.5282
-0.0655,-0.0746,-0.0572,0.0716,0,12,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Glycine,,max,Dwight,-7.1885,-6.3401,-5.5595
-0.1025,-0.1727,-0.0327,0.2535,0.0122,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,Early Mandarin,-15.861,-9.7422,-3.2171
-0.1184,-0.2182,-0.0188,0.2545,0.0379,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,Early Mandarin,-19.6035,-11.1659,-1.8624
-0.1083,-0.1309,-0.0857,0.9806,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Glycine,,max,Early Mandarin,-12.2694,-10.2642,-8.213
-0.1282,-0.2104,-0.0524,0.0586,0.0006,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,B,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-18.974,-12.0323,-5.1051
-0.0332,-0.0496,-0.0168,0.0621,0,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Ca,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-4.839,-3.2655,-1.666
-0.0863,-0.0932,-0.0787,0.0593,0,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Cu,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-8.8989,-8.2681,-7.5683
-0.0632,-0.0846,-0.0426,0.0622,0,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-8.112,-6.1244,-4.1705
0.004,-0.0035,0.0126,0.0575,0.3338,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,K,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-0.3494,0.4008,1.268
-0.0183,-0.0244,-0.0121,0.0571,0,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mg,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-2.4105,-1.8134,-1.2027
0.0068,-0.0295,0.0389,0.0727,0.7278,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-2.9069,0.6823,3.9667
-0.015,-0.0239,-0.005,0.066,0.0018,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-2.3617,-1.4888,-0.4988
-0.015,-0.0239,-0.005,0.0651,0.0018,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N proxy,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-2.3617,-1.4888,-0.4988
0.0146,-0.0139,0.0431,0.0635,0.3369,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,P,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-1.3804,1.4707,4.4042
0.0169,-0.0251,0.0583,0.0606,0.4131,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Phyt,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-2.4788,1.7044,6.0033
-0.0351,-0.0471,-0.0226,0.0575,0,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,S,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-4.6008,-3.4491,-2.2347
-0.0668,-0.0745,-0.0591,0.0601,0,11,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Glycine,,max,Flyer,-7.1793,-6.4618,-5.7387
0.2026,0.0876,0.3173,0.1246,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Ca,C3,reproductive,Fabaceae,Glycine,,max,Hei-maodou,9.1551,22.4583,37.3415
-0.0712,-0.1322,-0.0117,0.1247,0.0295,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Cu,C3,reproductive,Fabaceae,Glycine,,max,Hei-maodou,-12.3834,-6.8724,-1.1632
-0.1723,-0.1866,-0.1581,0.1255,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,Hei-maodou,-17.0224,-15.8273,-14.6236
0.005,-0.041,0.0507,0.1292,0.6909,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,K,C3,reproductive,Fabaceae,Glycine,,max,Hei-maodou,-4.0171,0.5013,5.2007
0.136,0.0854,0.1871,0.1241,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mg,C3,reproductive,Fabaceae,Glycine,,max,Hei-maodou,8.9153,14.5682,20.5748
0.098,-0.0108,0.2089,0.1194,0.2147,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,Hei-maodou,-1.0742,10.2963,23.2322
-0.0276,-0.0445,-0.0106,0.125,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N,C3,reproductive,Fabaceae,Glycine,,max,Hei-maodou,-4.3524,-2.7223,-1.0544
-0.0276,-0.0445,-0.0106,0.124,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N proxy,C3,reproductive,Fabaceae,Glycine,,max,Hei-maodou,-4.3524,-2.7223,-1.0544
0.0379,-0.0307,0.1063,0.1246,0.2182,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,P,C3,reproductive,Fabaceae,Glycine,,max,Hei-maodou,-3.0234,3.8627,11.2155
0.1674,0.1271,0.2078,0.1264,0,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,S,C3,reproductive,Fabaceae,Glycine,,max,Hei-maodou,13.5531,18.2227,23.0967
0.0745,-0.0166,0.1671,0.1217,0.2153,6,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Glycine,,max,Hei-maodou,-1.6463,7.7345,18.1872
-0.228,-0.3431,-0.1116,0.1299,0.0003,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,Honshu,-29.0433,-20.3876,-10.5598
-0.2412,-0.2993,-0.1836,0.4139,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,Honshu,-25.8663,-21.4316,-16.7731
-0.1551,-0.2084,-0.1022,0.4214,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Glycine,,max,Honshu,-18.8118,-14.367,-9.7151
-0.0819,-0.1065,-0.0575,0.04,0,8,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,B,C3,reproductive,Fabaceae,Glycine,,max,Hutcheson,-10.1025,-7.8636,-5.5878
-0.0144,-0.0302,0.0015,0.0374,0.0695,8,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Cu,C3,reproductive,Fabaceae,Glycine,,max,Hutcheson,-2.9749,-1.4297,0.1501
-0.0518,-0.064,-0.0397,0.0421,0,8,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,Hutcheson,-6.1995,-5.0481,-3.8922
-0.0422,-0.1124,0.0287,0.0427,0.2951,8,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,K,C3,reproductive,Fabaceae,Glycine,,max,Hutcheson,-10.6313,-4.1322,2.9116
-0.0172,-0.0418,0.0079,0.0374,0.0689,8,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mg,C3,reproductive,Fabaceae,Glycine,,max,Hutcheson,-4.0938,-1.7053,0.7931
-0.0298,-0.0323,-0.0273,0.041,0,8,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,Hutcheson,-3.1784,-2.936,-2.6931
-0.0901,-0.126,-0.0538,0.0379,0,8,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N,C3,reproductive,Fabaceae,Glycine,,max,Hutcheson,-11.8385,-8.616,-5.2378
-0.0899,-0.126,-0.0538,0.0409,0,8,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N proxy,C3,reproductive,Fabaceae,Glycine,,max,Hutcheson,-11.8385,-8.5977,-5.2378
-0.0424,-0.1009,0.0166,0.0401,0.0719,8,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,P,C3,reproductive,Fabaceae,Glycine,,max,Hutcheson,-9.5977,-4.1514,1.6739
-0.0045,-0.0193,0.0104,0.036,0.7207,8,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Glycine,,max,Hutcheson,-1.9115,-0.449,1.0454
-0.0033,-0.021,0.0143,0.0368,0.7247,8,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,protein,C3,reproductive,Fabaceae,Glycine,,max,Hutcheson,-2.0781,-0.3295,1.4403
-0.1729,-0.2038,-0.1425,0.8708,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,L-117,-18.4375,-15.8778,-13.2812
-0.1279,-0.1407,-0.1152,1,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,L-117,-13.125,-12.0059,-10.8812
-0.0557,-0.0606,-0.0509,1,0,20,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Zn,C3,reproductive,Fabaceae,Glycine,,max,L-117,-5.88,-5.4177,-4.9626
-0.0443,-0.0537,-0.0353,0.0706,0,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,B,C3,reproductive,Fabaceae,Glycine,,max,Loda,-5.2284,-4.3333,-3.4684
-0.0723,-0.0962,-0.0463,0.0578,0,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Ca,C3,reproductive,Fabaceae,Glycine,,max,Loda,-9.1718,-6.9748,-4.5245
-0.0832,-0.0976,-0.0672,0.0611,0,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Cu,C3,reproductive,Fabaceae,Glycine,,max,Loda,-9.2988,-7.9833,-6.4992
-0.065,-0.0879,-0.0421,0.0623,0,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Fe,C3,reproductive,Fabaceae,Glycine,,max,Loda,-8.4148,-6.2933,-4.1226
-0.0018,-0.0124,0.0081,0.0672,0.7238,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,K,C3,reproductive,Fabaceae,Glycine,,max,Loda,-1.2323,-0.1798,0.8133
-0.0402,-0.0475,-0.0321,0.062,0,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mg,C3,reproductive,Fabaceae,Glycine,,max,Loda,-4.639,-3.9403,-3.159
-0.0365,-0.0599,-0.015,0.0681,0.0017,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Mn,C3,reproductive,Fabaceae,Glycine,,max,Loda,-5.8141,-3.5842,-1.4888
0.0093,-0.0011,0.0189,0.0809,0.0685,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N,C3,reproductive,Fabaceae,Glycine,,max,Loda,-0.1099,0.9343,1.908
0.0093,-0.001,0.0189,0.0765,0.0696,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,N proxy,C3,reproductive,Fabaceae,Glycine,,max,Loda,-0.1,0.9343,1.908
-0.0197,-0.0385,-0.0032,0.0719,0.0312,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,P,C3,reproductive,Fabaceae,Glycine,,max,Loda,-3.7768,-1.9507,-0.3195
-0.0464,-0.0823,-0.014,0.0708,0.0071,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,Phyt,C3,reproductive,Fabaceae,Glycine,,max,Loda,-7.9004,-4.534,-1.3902
-0.0312,-0.0363,-0.0261,0.0551,0,16,c3c4+Family+Genus+Species+Cultivar+element+tissueAgg,,,S,C3,reproductive,Fabaceae,Glycine,,max,Loda,-3.5649,-3.0718,-2.5762
